userId	geneSymbol	geneName	entrezgene	gLink
CG13607	CG13607	NA	42859	https://www.ncbi.nlm.nih.gov/gene/?term=42859
sosie	sosie	sosie	42961	https://www.ncbi.nlm.nih.gov/gene/?term=42961
CG31288	CG31288	NA	318664	https://www.ncbi.nlm.nih.gov/gene/?term=318664
CG10550	CG10550	NA	43061	https://www.ncbi.nlm.nih.gov/gene/?term=43061
CG31324	CG31324	NA	43177	https://www.ncbi.nlm.nih.gov/gene/?term=43177
CR44321	CR44321	NA	19835586	https://www.ncbi.nlm.nih.gov/gene/?term=19835586
fkh	fkh	fork head	43383	https://www.ncbi.nlm.nih.gov/gene/?term=43383
CR31044	CR31044	NA	10178917	https://www.ncbi.nlm.nih.gov/gene/?term=10178917
Dr	Dr	Drop	45285	https://www.ncbi.nlm.nih.gov/gene/?term=45285
CG9747	CG9747	NA	43591	https://www.ncbi.nlm.nih.gov/gene/?term=43591
spdo	spdo	sanpodo	318559	https://www.ncbi.nlm.nih.gov/gene/?term=318559
Ptx1	Ptx1	Ptx1	43664	https://www.ncbi.nlm.nih.gov/gene/?term=43664
CG14630	CG14630	NA	44620	https://www.ncbi.nlm.nih.gov/gene/?term=44620
Ilp6	Ilp6	Insulin-like peptide 6	31220	https://www.ncbi.nlm.nih.gov/gene/?term=31220
CG12116	CG12116	NA	31782	https://www.ncbi.nlm.nih.gov/gene/?term=31782
CG12643	CG12643	NA	50416	https://www.ncbi.nlm.nih.gov/gene/?term=50416
Muc18B	Muc18B	Mucin 18B	32913	https://www.ncbi.nlm.nih.gov/gene/?term=32913
CG6785	CG6785	NA	34620	https://www.ncbi.nlm.nih.gov/gene/?term=34620
CG13868	CG13868	NA	37302	https://www.ncbi.nlm.nih.gov/gene/?term=37302
CG6511	CG6511	NA	38997	https://www.ncbi.nlm.nih.gov/gene/?term=38997
Hsp67Bc	Hsp67Bc	Heat shock gene 67Bc	39071	https://www.ncbi.nlm.nih.gov/gene/?term=39071
Hsp67Ba	Hsp67Ba	Heat shock gene 67Ba	39076	https://www.ncbi.nlm.nih.gov/gene/?term=39076
CR43481	CR43481	NA	12798374	https://www.ncbi.nlm.nih.gov/gene/?term=12798374
alphagamma-element:CR32865	alphagamma-element:CR32865	NA	3772597	https://www.ncbi.nlm.nih.gov/gene/?term=3772597
Hsp70Bb	Hsp70Bb	Heat-shock-protein-70Bb	48582	https://www.ncbi.nlm.nih.gov/gene/?term=48582
Hsp70Bc	Hsp70Bc	Heat-shock-protein-70Bc	48583	https://www.ncbi.nlm.nih.gov/gene/?term=48583
CG31296	CG31296	NA	318668	https://www.ncbi.nlm.nih.gov/gene/?term=318668
Hsp68	Hsp68	Heat shock protein 68	42852	https://www.ncbi.nlm.nih.gov/gene/?term=42852
CG12071	CG12071	NA	43660	https://www.ncbi.nlm.nih.gov/gene/?term=43660
CG15547	CG15547	NA	43661	https://www.ncbi.nlm.nih.gov/gene/?term=43661
