userId	geneSymbol	geneName	entrezgene	gLink
Gr22c	Gr22c	Gustatory receptor 22c	117499	https://www.ncbi.nlm.nih.gov/gene/?term=117499
Gr22b	Gr22b	Gustatory receptor 22b	117492	https://www.ncbi.nlm.nih.gov/gene/?term=117492
Gr22a	Gr22a	Gustatory receptor 22a	117500	https://www.ncbi.nlm.nih.gov/gene/?term=117500
CG31933	CG31933	NA	326176	https://www.ncbi.nlm.nih.gov/gene/?term=326176
CG31664	CG31664	NA	33359	https://www.ncbi.nlm.nih.gov/gene/?term=33359
c-cup	c-cup	calcutta cup	33360	https://www.ncbi.nlm.nih.gov/gene/?term=33360
wry	wry	weary	33361	https://www.ncbi.nlm.nih.gov/gene/?term=33361
CR44073	CR44073	NA	14462662	https://www.ncbi.nlm.nih.gov/gene/?term=14462662
CR44074	CR44074	NA	14462663	https://www.ncbi.nlm.nih.gov/gene/?term=14462663
CG31663	CG31663	NA	33363	https://www.ncbi.nlm.nih.gov/gene/?term=33363
CG7295	CG7295	NA	33365	https://www.ncbi.nlm.nih.gov/gene/?term=33365
CR44075	CR44075	NA	14462664	https://www.ncbi.nlm.nih.gov/gene/?term=14462664
CG15358	CG15358	NA	33366	https://www.ncbi.nlm.nih.gov/gene/?term=33366
CG15357	CG15357	NA	50192	https://www.ncbi.nlm.nih.gov/gene/?term=50192
CG33673	CG33673	NA	3772423	https://www.ncbi.nlm.nih.gov/gene/?term=3772423
erm	erm	earmuff	326152	https://www.ncbi.nlm.nih.gov/gene/?term=326152
CR42874	CR42874	NA	10178915	https://www.ncbi.nlm.nih.gov/gene/?term=10178915
Obp22a	Obp22a	Odorant-binding protein 22a	246672	https://www.ncbi.nlm.nih.gov/gene/?term=246672
CG33543	CG33543	NA	3346207	https://www.ncbi.nlm.nih.gov/gene/?term=3346207
CR43464	CR43464	NA	12797878	https://www.ncbi.nlm.nih.gov/gene/?term=12797878
CR45712	CR45712	NA	19834900	https://www.ncbi.nlm.nih.gov/gene/?term=19834900
CG42296	CG42296	NA	53544	https://www.ncbi.nlm.nih.gov/gene/?term=53544
lectin-22C	lectin-22C	lectin-22C	7354375	https://www.ncbi.nlm.nih.gov/gene/?term=7354375
Or22c	Or22c	Odorant receptor 22c	33381	https://www.ncbi.nlm.nih.gov/gene/?term=33381
dpr3	dpr3	defective proboscis extension response 3	3346208	https://www.ncbi.nlm.nih.gov/gene/?term=3346208
CG12674	CG12674	NA	33384	https://www.ncbi.nlm.nih.gov/gene/?term=33384
CR44055	CR44055	NA	14462665	https://www.ncbi.nlm.nih.gov/gene/?term=14462665
CG4259	CG4259	NA	33385	https://www.ncbi.nlm.nih.gov/gene/?term=33385
CG15382	CG15382	NA	33391	https://www.ncbi.nlm.nih.gov/gene/?term=33391
CR43751	CR43751	NA	14462666	https://www.ncbi.nlm.nih.gov/gene/?term=14462666
CR44066	CR44066	NA	14462667	https://www.ncbi.nlm.nih.gov/gene/?term=14462667
CR45290	CR45290	NA	19835529	https://www.ncbi.nlm.nih.gov/gene/?term=19835529
CR44065	CR44065	NA	14462668	https://www.ncbi.nlm.nih.gov/gene/?term=14462668
CG34172	CG34172	NA	5740746	https://www.ncbi.nlm.nih.gov/gene/?term=5740746
CG31668	CG31668	NA	33395	https://www.ncbi.nlm.nih.gov/gene/?term=33395
CG33124	CG33124	NA	318891	https://www.ncbi.nlm.nih.gov/gene/?term=318891
CG15385	CG15385	NA	33396	https://www.ncbi.nlm.nih.gov/gene/?term=33396
CR44114	CR44114	NA	14462669	https://www.ncbi.nlm.nih.gov/gene/?term=14462669
Tengl3	Tengl3	Testis EndoG-Like 3	33404	https://www.ncbi.nlm.nih.gov/gene/?term=33404
Tengl2	Tengl2	Testis EndoG-Like 2	318044	https://www.ncbi.nlm.nih.gov/gene/?term=318044
Tengl1	Tengl1	Testis EndoG-Like 1	318883	https://www.ncbi.nlm.nih.gov/gene/?term=318883
CR42859	CR42859	NA	10178841	https://www.ncbi.nlm.nih.gov/gene/?term=10178841
CR44787	CR44787	NA	19835400	https://www.ncbi.nlm.nih.gov/gene/?term=19835400
CR44788	CR44788	NA	19835763	https://www.ncbi.nlm.nih.gov/gene/?term=19835763
CG4270	CG4270	NA	33408	https://www.ncbi.nlm.nih.gov/gene/?term=33408
CG34049	CG34049	NA	3885620	https://www.ncbi.nlm.nih.gov/gene/?term=3885620
CR43753	CR43753	NA	14462671	https://www.ncbi.nlm.nih.gov/gene/?term=14462671
CR43754	CR43754	NA	14462672	https://www.ncbi.nlm.nih.gov/gene/?term=14462672
CG4271	CG4271	NA	33410	https://www.ncbi.nlm.nih.gov/gene/?term=33410
CG31681	CG31681	NA	318882	https://www.ncbi.nlm.nih.gov/gene/?term=318882
CG42658	CG42658	NA	10178951	https://www.ncbi.nlm.nih.gov/gene/?term=10178951
CG17237	CG17237	NA	33411	https://www.ncbi.nlm.nih.gov/gene/?term=33411
CG31949	CG31949	NA	319042	https://www.ncbi.nlm.nih.gov/gene/?term=319042
eys	eys	eyes shut	3771890	https://www.ncbi.nlm.nih.gov/gene/?term=3771890
CG3557	CG3557	NA	33426	https://www.ncbi.nlm.nih.gov/gene/?term=33426
CG43750	CG43750	NA	14462673	https://www.ncbi.nlm.nih.gov/gene/?term=14462673
VGlut	VGlut	Vesicular glutamate transporter	33427	https://www.ncbi.nlm.nih.gov/gene/?term=33427
CG18641	CG18641	NA	33429	https://www.ncbi.nlm.nih.gov/gene/?term=33429
CG31948	CG31948	NA	326178	https://www.ncbi.nlm.nih.gov/gene/?term=326178
CG34448	CG34448	NA	5740554	https://www.ncbi.nlm.nih.gov/gene/?term=5740554
CG34447	CG34447	NA	5740813	https://www.ncbi.nlm.nih.gov/gene/?term=5740813
CG9886	CG9886	NA	33431	https://www.ncbi.nlm.nih.gov/gene/?term=33431
CR44912	CR44912	NA	19835130	https://www.ncbi.nlm.nih.gov/gene/?term=19835130
dpp	dpp	decapentaplegic	33432	https://www.ncbi.nlm.nih.gov/gene/?term=33432
CR45286	CR45286	NA	19835788	https://www.ncbi.nlm.nih.gov/gene/?term=19835788
CR44607	CR44607	NA	19835730	https://www.ncbi.nlm.nih.gov/gene/?term=19835730
CG3528	CG3528	NA	33436	https://www.ncbi.nlm.nih.gov/gene/?term=33436
CR44112	CR44112	NA	14462675	https://www.ncbi.nlm.nih.gov/gene/?term=14462675
CG3515	CG3515	NA	33437	https://www.ncbi.nlm.nih.gov/gene/?term=33437
CR44113	CR44113	NA	14462676	https://www.ncbi.nlm.nih.gov/gene/?term=14462676
CR44790	CR44790	NA	19836148	https://www.ncbi.nlm.nih.gov/gene/?term=19836148
CR44789	CR44789	NA	19835162	https://www.ncbi.nlm.nih.gov/gene/?term=19835162
CG15395	CG15395	NA	33447	https://www.ncbi.nlm.nih.gov/gene/?term=33447
CR43852	CR43852	NA	14462677	https://www.ncbi.nlm.nih.gov/gene/?term=14462677
CG9962	CG9962	NA	33448	https://www.ncbi.nlm.nih.gov/gene/?term=33448
CG43851	CG43851	NA	14462678	https://www.ncbi.nlm.nih.gov/gene/?term=14462678
CG33125	CG33125	NA	318892	https://www.ncbi.nlm.nih.gov/gene/?term=318892
Prosbeta4R1	Prosbeta4R1	Proteasome beta4 subunit-related 1	33449	https://www.ncbi.nlm.nih.gov/gene/?term=33449
Or23a	Or23a	Odorant receptor 23a	33450	https://www.ncbi.nlm.nih.gov/gene/?term=33450
Prosbeta4R2	Prosbeta4R2	Proteasome beta4 subunit-related 2	33451	https://www.ncbi.nlm.nih.gov/gene/?term=33451
CG9879	CG9879	NA	33452	https://www.ncbi.nlm.nih.gov/gene/?term=33452
Gr23a	Gr23a	Gustatory receptor 23a	33453	https://www.ncbi.nlm.nih.gov/gene/?term=33453
CG31690	CG31690	NA	33455	https://www.ncbi.nlm.nih.gov/gene/?term=33455
CG15398	CG15398	NA	33454	https://www.ncbi.nlm.nih.gov/gene/?term=33454
CG9961	CG9961	NA	33459	https://www.ncbi.nlm.nih.gov/gene/?term=33459
CG15399	CG15399	NA	33472	https://www.ncbi.nlm.nih.gov/gene/?term=33472
daw	daw	dawdle	33474	https://www.ncbi.nlm.nih.gov/gene/?term=33474
CG2964	CG2964	NA	33475	https://www.ncbi.nlm.nih.gov/gene/?term=33475
G6P	G6P	Glucose-6-Phosphatase	33476	https://www.ncbi.nlm.nih.gov/gene/?term=33476
CG3123	CG3123	NA	33478	https://www.ncbi.nlm.nih.gov/gene/?term=33478
CG3119	CG3119	NA	33479	https://www.ncbi.nlm.nih.gov/gene/?term=33479
CG2975	CG2975	NA	33481	https://www.ncbi.nlm.nih.gov/gene/?term=33481
CG18558	CG18558	NA	33482	https://www.ncbi.nlm.nih.gov/gene/?term=33482
CG18557	CG18557	NA	33483	https://www.ncbi.nlm.nih.gov/gene/?term=33483
CG3117	CG3117	NA	33484	https://www.ncbi.nlm.nih.gov/gene/?term=33484
CG2983	CG2983	NA	33485	https://www.ncbi.nlm.nih.gov/gene/?term=33485
CG17264	CG17264	NA	33511	https://www.ncbi.nlm.nih.gov/gene/?term=33511
CR44147	CR44147	NA	14462680	https://www.ncbi.nlm.nih.gov/gene/?term=14462680
CG17258	CG17258	NA	33517	https://www.ncbi.nlm.nih.gov/gene/?term=33517
PpD6	PpD6	Protein phosphatase D6	49780	https://www.ncbi.nlm.nih.gov/gene/?term=49780
CG15403	CG15403	NA	33527	https://www.ncbi.nlm.nih.gov/gene/?term=33527
CG31698	CG31698	NA	318888	https://www.ncbi.nlm.nih.gov/gene/?term=318888
CG15404	CG15404	NA	33537	https://www.ncbi.nlm.nih.gov/gene/?term=33537
CG34393	CG34393	NA	33534	https://www.ncbi.nlm.nih.gov/gene/?term=33534
CR45336	CR45336	NA	19835786	https://www.ncbi.nlm.nih.gov/gene/?term=19835786
CR45338	CR45338	NA	19835261	https://www.ncbi.nlm.nih.gov/gene/?term=19835261
CR45706	CR45706	NA	19835718	https://www.ncbi.nlm.nih.gov/gene/?term=19835718
CG3347	CG3347	NA	33538	https://www.ncbi.nlm.nih.gov/gene/?term=33538
CG3332	CG3332	NA	33539	https://www.ncbi.nlm.nih.gov/gene/?term=33539
CR44485	CR44485	NA	19834849	https://www.ncbi.nlm.nih.gov/gene/?term=19834849
CG9664	CG9664	NA	33540	https://www.ncbi.nlm.nih.gov/gene/?term=33540
CG3277	CG3277	NA	33543	https://www.ncbi.nlm.nih.gov/gene/?term=33543
CG15406	CG15406	NA	33542	https://www.ncbi.nlm.nih.gov/gene/?term=33542
CG8837	CG8837	NA	33545	https://www.ncbi.nlm.nih.gov/gene/?term=33545
CG33281	CG33281	NA	2768938	https://www.ncbi.nlm.nih.gov/gene/?term=2768938
CG33282	CG33282	NA	2768939	https://www.ncbi.nlm.nih.gov/gene/?term=2768939
CG3285	CG3285	NA	33547	https://www.ncbi.nlm.nih.gov/gene/?term=33547
CG15408	CG15408	NA	33548	https://www.ncbi.nlm.nih.gov/gene/?term=33548
CG8838	CG8838	NA	33551	https://www.ncbi.nlm.nih.gov/gene/?term=33551
CG15412	CG15412	NA	33553	https://www.ncbi.nlm.nih.gov/gene/?term=33553
CR45301	CR45301	NA	19834822	https://www.ncbi.nlm.nih.gov/gene/?term=19834822
CG42460	CG42460	NA	8674116	https://www.ncbi.nlm.nih.gov/gene/?term=8674116
CG34175	CG34175	NA	5740264	https://www.ncbi.nlm.nih.gov/gene/?term=5740264
pgant2	pgant2	polypeptide GalNAc transferase 2	33556	https://www.ncbi.nlm.nih.gov/gene/?term=33556
CG8840	CG8840	NA	33557	https://www.ncbi.nlm.nih.gov/gene/?term=33557
CG31952	CG31952	NA	326179	https://www.ncbi.nlm.nih.gov/gene/?term=326179
msl-2	msl-2	male-specific lethal 2	33565	https://www.ncbi.nlm.nih.gov/gene/?term=33565
pgant4	pgant4	polypeptide GalNAc transferase 4	261610	https://www.ncbi.nlm.nih.gov/gene/?term=261610
CR45372	CR45372	NA	19835145	https://www.ncbi.nlm.nih.gov/gene/?term=19835145
CR43928	CR43928	NA	14462683	https://www.ncbi.nlm.nih.gov/gene/?term=14462683
CG15414	CG15414	NA	33570	https://www.ncbi.nlm.nih.gov/gene/?term=33570
tim	tim	timeless	33571	https://www.ncbi.nlm.nih.gov/gene/?term=33571
CR45299	CR45299	NA	19834766	https://www.ncbi.nlm.nih.gov/gene/?term=19834766
CG8851	CG8851	NA	33575	https://www.ncbi.nlm.nih.gov/gene/?term=33575
Sr-CIV	Sr-CIV	Scavenger receptor class C, type IV	33576	https://www.ncbi.nlm.nih.gov/gene/?term=33576
CG8852	CG8852	NA	33577	https://www.ncbi.nlm.nih.gov/gene/?term=33577
CR44308	CR44308	NA	19836131	https://www.ncbi.nlm.nih.gov/gene/?term=19836131
CR44309	CR44309	NA	19835843	https://www.ncbi.nlm.nih.gov/gene/?term=19835843
CR43822	CR43822	NA	14462684	https://www.ncbi.nlm.nih.gov/gene/?term=14462684
CG43815	CG43815	NA	14462685	https://www.ncbi.nlm.nih.gov/gene/?term=14462685
sob	sob	sister of odd and bowl	33581	https://www.ncbi.nlm.nih.gov/gene/?term=33581
CR43823	CR43823	NA	14462686	https://www.ncbi.nlm.nih.gov/gene/?term=14462686
odd	odd	odd skipped	33583	https://www.ncbi.nlm.nih.gov/gene/?term=33583
CR44310	CR44310	NA	19834825	https://www.ncbi.nlm.nih.gov/gene/?term=19834825
Dot	Dot	Dorothy	44058	https://www.ncbi.nlm.nih.gov/gene/?term=44058
Sfp24Ba	Sfp24Ba	Seminal fluid protein 24Ba	8673984	https://www.ncbi.nlm.nih.gov/gene/?term=8673984
Sfp24Bb	Sfp24Bb	Seminal fluid protein 24Bb	8674094	https://www.ncbi.nlm.nih.gov/gene/?term=8674094
CG42465	CG42465	NA	8674015	https://www.ncbi.nlm.nih.gov/gene/?term=8674015
CG42467	CG42467	NA	8673960	https://www.ncbi.nlm.nih.gov/gene/?term=8673960
CG43145	CG43145	NA	12798551	https://www.ncbi.nlm.nih.gov/gene/?term=12798551
CR44311	CR44311	NA	19835452	https://www.ncbi.nlm.nih.gov/gene/?term=19835452
CG2816	CG2816	NA	33595	https://www.ncbi.nlm.nih.gov/gene/?term=33595
lectin-24A	lectin-24A	lectin-24A	53543	https://www.ncbi.nlm.nih.gov/gene/?term=53543
Shaw	Shaw	Shaker cognate w	33599	https://www.ncbi.nlm.nih.gov/gene/?term=33599
CG10019	CG10019	NA	33600	https://www.ncbi.nlm.nih.gov/gene/?term=33600
CG43707	CG43707	NA	33601	https://www.ncbi.nlm.nih.gov/gene/?term=33601
CR43704	CR43704	NA	14462688	https://www.ncbi.nlm.nih.gov/gene/?term=14462688
bowl	bowl	brother of odd with entrails limited	33602	https://www.ncbi.nlm.nih.gov/gene/?term=33602
CR44076	CR44076	NA	14462689	https://www.ncbi.nlm.nih.gov/gene/?term=14462689
CR44077	CR44077	NA	14462690	https://www.ncbi.nlm.nih.gov/gene/?term=14462690
slp1	slp1	sloppy paired 1	33607	https://www.ncbi.nlm.nih.gov/gene/?term=33607
slp2	slp2	sloppy paired 2	33608	https://www.ncbi.nlm.nih.gov/gene/?term=33608
CR45451	CR45451	NA	19835085	https://www.ncbi.nlm.nih.gov/gene/?term=19835085
CR45449	CR45449	NA	19835482	https://www.ncbi.nlm.nih.gov/gene/?term=19835482
CR45450	CR45450	NA	19836088	https://www.ncbi.nlm.nih.gov/gene/?term=19836088
CR44078	CR44078	NA	14462691	https://www.ncbi.nlm.nih.gov/gene/?term=14462691
CG3964	CG3964	NA	33609	https://www.ncbi.nlm.nih.gov/gene/?term=33609
fred	fred	friend of echinoid	33613	https://www.ncbi.nlm.nih.gov/gene/?term=33613
CG31773	CG31773	NA	326159	https://www.ncbi.nlm.nih.gov/gene/?term=326159
CG43797	CG43797	NA	14462692	https://www.ncbi.nlm.nih.gov/gene/?term=14462692
CR45344	CR45344	NA	19834796	https://www.ncbi.nlm.nih.gov/gene/?term=19834796
Sr-CIII	Sr-CIII	Scavenger receptor class C, type III	44382	https://www.ncbi.nlm.nih.gov/gene/?term=44382
CG2955	CG2955	NA	33622	https://www.ncbi.nlm.nih.gov/gene/?term=33622
Or24a	Or24a	Odorant receptor 24a	33623	https://www.ncbi.nlm.nih.gov/gene/?term=33623
ft	ft	fat	33627	https://www.ncbi.nlm.nih.gov/gene/?term=33627
CR44608	CR44608	NA	19834909	https://www.ncbi.nlm.nih.gov/gene/?term=19834909
CR45720	CR45720	NA	19835304	https://www.ncbi.nlm.nih.gov/gene/?term=19835304
CR44058	CR44058	NA	14462695	https://www.ncbi.nlm.nih.gov/gene/?term=14462695
CR44059	CR44059	NA	14462696	https://www.ncbi.nlm.nih.gov/gene/?term=14462696
CR45294	CR45294	NA	19835379	https://www.ncbi.nlm.nih.gov/gene/?term=19835379
CR45296	CR45296	NA	19835050	https://www.ncbi.nlm.nih.gov/gene/?term=19835050
CG15425	CG15425	NA	33630	https://www.ncbi.nlm.nih.gov/gene/?term=33630
CR44080	CR44080	NA	14462697	https://www.ncbi.nlm.nih.gov/gene/?term=14462697
Art2	Art2	Arginine methyltransferase 2	33631	https://www.ncbi.nlm.nih.gov/gene/?term=33631
tutl	tutl	turtle	46015	https://www.ncbi.nlm.nih.gov/gene/?term=46015
Atet	Atet	ABC transporter expressed in trachea	33636	https://www.ncbi.nlm.nih.gov/gene/?term=33636
CR44699	CR44699	NA	19835483	https://www.ncbi.nlm.nih.gov/gene/?term=19835483
CR44700	CR44700	NA	19836091	https://www.ncbi.nlm.nih.gov/gene/?term=19836091
CG15429	CG15429	NA	33637	https://www.ncbi.nlm.nih.gov/gene/?term=33637
Traf4	Traf4	TNF-receptor-associated factor 4	33638	https://www.ncbi.nlm.nih.gov/gene/?term=33638
CR45363	CR45363	NA	19834826	https://www.ncbi.nlm.nih.gov/gene/?term=19834826
CG33003	CG33003	NA	318826	https://www.ncbi.nlm.nih.gov/gene/?term=318826
CG15431	CG15431	NA	33646	https://www.ncbi.nlm.nih.gov/gene/?term=33646
CG43056	CG43056	NA	12798557	https://www.ncbi.nlm.nih.gov/gene/?term=12798557
