userId	geneSymbol	geneName	entrezgene	gLink
homer	homer	homer	33944	https://www.ncbi.nlm.nih.gov/gene/?term=33944
nrv1	nrv1	nervana 1	33952	https://www.ncbi.nlm.nih.gov/gene/?term=33952
Rca1	Rca1	Regulator of cyclin A1	33959	https://www.ncbi.nlm.nih.gov/gene/?term=33959
Rat1	Rat1	Rat1 5'-3' exoribonuclease	33964	https://www.ncbi.nlm.nih.gov/gene/?term=33964
x16	x16	x16 splicing factor	33967	https://www.ncbi.nlm.nih.gov/gene/?term=33967
smt3	smt3	smt3	33981	https://www.ncbi.nlm.nih.gov/gene/?term=33981
CG31908	CG31908	NA	261613	https://www.ncbi.nlm.nih.gov/gene/?term=261613
milt	milt	milton	45683	https://www.ncbi.nlm.nih.gov/gene/?term=45683
Sem1	Sem1	Suppressor of exocyst mutations 1	50428	https://www.ncbi.nlm.nih.gov/gene/?term=50428
CG4502	CG4502	NA	34002	https://www.ncbi.nlm.nih.gov/gene/?term=34002
chm	chm	chameau	43928	https://www.ncbi.nlm.nih.gov/gene/?term=43928
RapGAP1	RapGAP1	Rap GTPase activating protein 1	34032	https://www.ncbi.nlm.nih.gov/gene/?term=34032
CG7154	CG7154	NA	34062	https://www.ncbi.nlm.nih.gov/gene/?term=34062
CG7115	CG7115	NA	34069	https://www.ncbi.nlm.nih.gov/gene/?term=34069
Rack1	Rack1	Receptor of activated protein kinase C 1	34070	https://www.ncbi.nlm.nih.gov/gene/?term=34070
mts	mts	microtubule star	45959	https://www.ncbi.nlm.nih.gov/gene/?term=45959
pes	pes	peste	34087	https://www.ncbi.nlm.nih.gov/gene/?term=34087
Sirup	Sirup	Starvation-upregulated protein	34089	https://www.ncbi.nlm.nih.gov/gene/?term=34089
poe	poe	purity of essence	46243	https://www.ncbi.nlm.nih.gov/gene/?term=46243
Mcr	Mcr	Macroglobulin complement-related	44071	https://www.ncbi.nlm.nih.gov/gene/?term=44071
CG8668	CG8668	NA	34107	https://www.ncbi.nlm.nih.gov/gene/?term=34107
Su(var)205	Su(var)205	Suppressor of variegation 205	34119	https://www.ncbi.nlm.nih.gov/gene/?term=34119
Ssb-c31a	Ssb-c31a	Single stranded-binding protein c31A	34120	https://www.ncbi.nlm.nih.gov/gene/?term=34120
Snx6	Snx6	Sorting nexin 6	34126	https://www.ncbi.nlm.nih.gov/gene/?term=34126
CG7840	CG7840	NA	34136	https://www.ncbi.nlm.nih.gov/gene/?term=34136
CG7627	CG7627	NA	34148	https://www.ncbi.nlm.nih.gov/gene/?term=34148
Pp2A-29B	Pp2A-29B	Protein phosphatase 2A at 29B	2768940	https://www.ncbi.nlm.nih.gov/gene/?term=2768940
emb	emb	embargoed	34167	https://www.ncbi.nlm.nih.gov/gene/?term=34167
Akap200	Akap200	A kinase anchor protein 200	34170	https://www.ncbi.nlm.nih.gov/gene/?term=34170
Chrac-14	Chrac-14	Chromatin accessibility complex 14kD protein	3772329	https://www.ncbi.nlm.nih.gov/gene/?term=3772329
borr	borr	borealin-related	34245	https://www.ncbi.nlm.nih.gov/gene/?term=34245
Cks30A	Cks30A	Cyclin-dependent kinase subunit 30A	34250	https://www.ncbi.nlm.nih.gov/gene/?term=34250
numb	numb	numb	34263	https://www.ncbi.nlm.nih.gov/gene/?term=34263
Gdi	Gdi	GDP dissociation inhibitor	34264	https://www.ncbi.nlm.nih.gov/gene/?term=34264
CG33298	CG33298	NA	2768929	https://www.ncbi.nlm.nih.gov/gene/?term=2768929
CG13114	CG13114	NA	34272	https://www.ncbi.nlm.nih.gov/gene/?term=34272
Mtpalpha	Mtpalpha	Mitochondrial trifunctional protein alpha subunit	34276	https://www.ncbi.nlm.nih.gov/gene/?term=34276
pelo	pelo	pelota	34286	https://www.ncbi.nlm.nih.gov/gene/?term=34286
zf30C	zf30C	zinc finger protein 30C	34292	https://www.ncbi.nlm.nih.gov/gene/?term=34292
FKBP59	FKBP59	FK506-binding protein FKBP59	47762	https://www.ncbi.nlm.nih.gov/gene/?term=47762
Etl1	Etl1	Etl1	34311	https://www.ncbi.nlm.nih.gov/gene/?term=34311
yip2	yip2	yippee interacting protein 2	34313	https://www.ncbi.nlm.nih.gov/gene/?term=34313
Dref	Dref	DNA replication-related element factor	34328	https://www.ncbi.nlm.nih.gov/gene/?term=34328
CG4747	CG4747	NA	192507	https://www.ncbi.nlm.nih.gov/gene/?term=192507
Pen	Pen	Pendulin	34338	https://www.ncbi.nlm.nih.gov/gene/?term=34338
Prosalpha6	Prosalpha6	Proteasome alpha6 subunit	34359	https://www.ncbi.nlm.nih.gov/gene/?term=34359
eEF1delta	eEF1delta	eukaryotic translation elongation factor 1 delta	34363	https://www.ncbi.nlm.nih.gov/gene/?term=34363
me31B	me31B	maternal expression at 31B	34364	https://www.ncbi.nlm.nih.gov/gene/?term=34364
CG4968	CG4968	NA	34384	https://www.ncbi.nlm.nih.gov/gene/?term=34384
RnrL	RnrL	Ribonucleoside diphosphate reductase large subunit	34392	https://www.ncbi.nlm.nih.gov/gene/?term=34392
GATAd	GATAd	GATAd	34395	https://www.ncbi.nlm.nih.gov/gene/?term=34395
pim	pim	pimples	34404	https://www.ncbi.nlm.nih.gov/gene/?term=34404
mRpS7	mRpS7	mitochondrial ribosomal protein S7	34412	https://www.ncbi.nlm.nih.gov/gene/?term=34412
da	da	daughterless	34413	https://www.ncbi.nlm.nih.gov/gene/?term=34413
Mdh1	Mdh1	Malate dehydrogenase 1	34414	https://www.ncbi.nlm.nih.gov/gene/?term=34414
Cnot4	Cnot4	CCR4-NOT transcription complex subunit 4	34416	https://www.ncbi.nlm.nih.gov/gene/?term=34416
CG5355	CG5355	NA	34421	https://www.ncbi.nlm.nih.gov/gene/?term=34421
Myo31DF	Myo31DF	Myosin 31DF	34445	https://www.ncbi.nlm.nih.gov/gene/?term=34445
CG7384	CG7384	NA	34447	https://www.ncbi.nlm.nih.gov/gene/?term=34447
Dpy-30L1	Dpy-30L1	Dpy-30-like 1	34480	https://www.ncbi.nlm.nih.gov/gene/?term=34480
CG12299	CG12299	NA	34483	https://www.ncbi.nlm.nih.gov/gene/?term=34483
CG6700	CG6700	NA	34496	https://www.ncbi.nlm.nih.gov/gene/?term=34496
porin	porin	porin	34500	https://www.ncbi.nlm.nih.gov/gene/?term=34500
Dnz1	Dnz1	DNZDHHC/NEW1 zinc finger protein 11	34503	https://www.ncbi.nlm.nih.gov/gene/?term=34503
Stam	Stam	Signal transducing adaptor molecule	34505	https://www.ncbi.nlm.nih.gov/gene/?term=34505
CG33129	CG33129	NA	34514	https://www.ncbi.nlm.nih.gov/gene/?term=34514
YL-1	YL-1	YL-1	34516	https://www.ncbi.nlm.nih.gov/gene/?term=34516
SCAR	SCAR	SCAR	34519	https://www.ncbi.nlm.nih.gov/gene/?term=34519
piwi	piwi	P-element induced wimpy testis	34521	https://www.ncbi.nlm.nih.gov/gene/?term=34521
RpL9	RpL9	Ribosomal protein L9	34526	https://www.ncbi.nlm.nih.gov/gene/?term=34526
Nup154	Nup154	Nucleoporin 154kD	34527	https://www.ncbi.nlm.nih.gov/gene/?term=34527
dUTPase	dUTPase	Deoxyuridine triphosphatase	34529	https://www.ncbi.nlm.nih.gov/gene/?term=34529
Ge-1	Ge-1	Ge-1	34541	https://www.ncbi.nlm.nih.gov/gene/?term=34541
Nup160	Nup160	Nucleoporin 160kD	34549	https://www.ncbi.nlm.nih.gov/gene/?term=34549
RfC38	RfC38	Replication factor C 38kD subunit	34550	https://www.ncbi.nlm.nih.gov/gene/?term=34550
CG6287	CG6287	NA	34554	https://www.ncbi.nlm.nih.gov/gene/?term=34554
cmet	cmet	CENP-meta	53561	https://www.ncbi.nlm.nih.gov/gene/?term=53561
crol	crol	crooked legs	34592	https://www.ncbi.nlm.nih.gov/gene/?term=34592
CycY	CycY	Cyclin Y	34593	https://www.ncbi.nlm.nih.gov/gene/?term=34593
CG6766	CG6766	NA	34619	https://www.ncbi.nlm.nih.gov/gene/?term=34619
CG6770	CG6770	NA	34621	https://www.ncbi.nlm.nih.gov/gene/?term=34621
Rab6	Rab6	Rab6	34636	https://www.ncbi.nlm.nih.gov/gene/?term=34636
bun	bun	bunched	34665	https://www.ncbi.nlm.nih.gov/gene/?term=34665
CG6180	CG6180	NA	34683	https://www.ncbi.nlm.nih.gov/gene/?term=34683
CG5787	CG5787	NA	34684	https://www.ncbi.nlm.nih.gov/gene/?term=34684
Vha68-2	Vha68-2	Vacuolar H[+] ATPase 68 kDa subunit 2	45012	https://www.ncbi.nlm.nih.gov/gene/?term=45012
DnaJ-H	DnaJ-H	DnaJ homolog	34707	https://www.ncbi.nlm.nih.gov/gene/?term=34707
Sfmbt	Sfmbt	Scm-related gene containing four mbt domains	34709	https://www.ncbi.nlm.nih.gov/gene/?term=34709
CG16812	CG16812	NA	34722	https://www.ncbi.nlm.nih.gov/gene/?term=34722
B4	B4	B4	34767	https://www.ncbi.nlm.nih.gov/gene/?term=34767
kuz	kuz	kuzbanian	34772	https://www.ncbi.nlm.nih.gov/gene/?term=34772
Sos	Sos	Son of sevenless	34790	https://www.ncbi.nlm.nih.gov/gene/?term=34790
Arpc1	Arpc1	Actin-related protein 2/3 complex, subunit 1	34793	https://www.ncbi.nlm.nih.gov/gene/?term=34793
Smg5	Smg5	Smg5	34804	https://www.ncbi.nlm.nih.gov/gene/?term=34804
CG43333	CG43333	NA	34830	https://www.ncbi.nlm.nih.gov/gene/?term=34830
Rab14	Rab14	Rab14	34840	https://www.ncbi.nlm.nih.gov/gene/?term=34840
Su(H)	Su(H)	Suppressor of Hairless	34881	https://www.ncbi.nlm.nih.gov/gene/?term=34881
TfIIS	TfIIS	RNA polymerase II elongation factor	34883	https://www.ncbi.nlm.nih.gov/gene/?term=34883
vas	vas	vasa	26067080	https://www.ncbi.nlm.nih.gov/gene/?term=26067080
stc	stc	shuttle craft	34888	https://www.ncbi.nlm.nih.gov/gene/?term=34888
Cul3	Cul3	Cullin 3	34896	https://www.ncbi.nlm.nih.gov/gene/?term=34896
CycE	CycE	Cyclin E	34924	https://www.ncbi.nlm.nih.gov/gene/?term=34924
twe	twe	twine	34954	https://www.ncbi.nlm.nih.gov/gene/?term=34954
crp	crp	cropped	34956	https://www.ncbi.nlm.nih.gov/gene/?term=34956
Syx5	Syx5	Syntaxin 5	34966	https://www.ncbi.nlm.nih.gov/gene/?term=34966
fzy	fzy	fizzy	34968	https://www.ncbi.nlm.nih.gov/gene/?term=34968
cact	cact	cactus	34969	https://www.ncbi.nlm.nih.gov/gene/?term=34969
chif	chif	chiffon	34974	https://www.ncbi.nlm.nih.gov/gene/?term=34974
Tpr2	Tpr2	Tetratricopeptide repeat protein 2	34984	https://www.ncbi.nlm.nih.gov/gene/?term=34984
grp	grp	grapes	34993	https://www.ncbi.nlm.nih.gov/gene/?term=34993
squ	squ	squash	2768920	https://www.ncbi.nlm.nih.gov/gene/?term=2768920
Prosbeta4	Prosbeta4	Proteasome beta4 subunit	34999	https://www.ncbi.nlm.nih.gov/gene/?term=34999
glu	glu	gluon	35001	https://www.ncbi.nlm.nih.gov/gene/?term=35001
CG15141	CG15141	NA	35044	https://www.ncbi.nlm.nih.gov/gene/?term=35044
dl	dl	dorsal	35047	https://www.ncbi.nlm.nih.gov/gene/?term=35047
BicD	BicD	Bicaudal D	35051	https://www.ncbi.nlm.nih.gov/gene/?term=35051
ncm	ncm	nucampholin	35099	https://www.ncbi.nlm.nih.gov/gene/?term=35099
tos	tos	tosca	35119	https://www.ncbi.nlm.nih.gov/gene/?term=35119
msl-1	msl-1	male-specific lethal 1	35121	https://www.ncbi.nlm.nih.gov/gene/?term=35121
CG10600	CG10600	NA	35142	https://www.ncbi.nlm.nih.gov/gene/?term=35142
CG10602	CG10602	NA	35146	https://www.ncbi.nlm.nih.gov/gene/?term=35146
Nedd8	Nedd8	Nedd8	35151	https://www.ncbi.nlm.nih.gov/gene/?term=35151
Nak	Nak	Numb-associated kinase	35154	https://www.ncbi.nlm.nih.gov/gene/?term=35154
Acn	Acn	Acinus	35173	https://www.ncbi.nlm.nih.gov/gene/?term=35173
CG10492	CG10492	NA	35177	https://www.ncbi.nlm.nih.gov/gene/?term=35177
l(2)37Cc	l(2)37Cc	lethal (2) 37Cc	49168	https://www.ncbi.nlm.nih.gov/gene/?term=49168
brat	brat	brain tumor	35197	https://www.ncbi.nlm.nih.gov/gene/?term=35197
gammaTub37C	gammaTub37C	gamma-Tubulin at 37C	35199	https://www.ncbi.nlm.nih.gov/gene/?term=35199
RanGAP	RanGAP	Ran GTPase activating protein	35223	https://www.ncbi.nlm.nih.gov/gene/?term=35223
Top2	Top2	Topoisomerase 2	35225	https://www.ncbi.nlm.nih.gov/gene/?term=35225
CG13084	CG13084	NA	35229	https://www.ncbi.nlm.nih.gov/gene/?term=35229
CG13083	CG13083	NA	35230	https://www.ncbi.nlm.nih.gov/gene/?term=35230
swm	swm	second mitotic wave missing	35235	https://www.ncbi.nlm.nih.gov/gene/?term=35235
CG10188	CG10188	NA	35237	https://www.ncbi.nlm.nih.gov/gene/?term=35237
ref(2)P	ref(2)P	refractory to sigma P	35246	https://www.ncbi.nlm.nih.gov/gene/?term=35246
msb1l	msb1l	msb1l	35254	https://www.ncbi.nlm.nih.gov/gene/?term=35254
fs(2)ltoPP43	fs(2)ltoPP43	female sterile (2) ltoPP43	49505	https://www.ncbi.nlm.nih.gov/gene/?term=49505
lok	lok	loki	35288	https://www.ncbi.nlm.nih.gov/gene/?term=35288
fok	fok	fledgling of Klp38B	44380	https://www.ncbi.nlm.nih.gov/gene/?term=44380
spir	spir	spire	45931	https://www.ncbi.nlm.nih.gov/gene/?term=45931
La	La	La autoantigen-like	35305	https://www.ncbi.nlm.nih.gov/gene/?term=35305
Arpc2	Arpc2	Actin-related protein 2/3 complex, subunit 2	35311	https://www.ncbi.nlm.nih.gov/gene/?term=35311
CG2608	CG2608	NA	35323	https://www.ncbi.nlm.nih.gov/gene/?term=35323
Cen	Cen	Centrocortin	35330	https://www.ncbi.nlm.nih.gov/gene/?term=35330
Fs(2)Ket	Fs(2)Ket	Female sterile (2) Ketel	35336	https://www.ncbi.nlm.nih.gov/gene/?term=35336
cad	cad	caudal	35341	https://www.ncbi.nlm.nih.gov/gene/?term=35341
CG9328	CG9328	NA	35344	https://www.ncbi.nlm.nih.gov/gene/?term=35344
RPA2	RPA2	Replication protein A2	35364	https://www.ncbi.nlm.nih.gov/gene/?term=35364
del	del	deadlock	35380	https://www.ncbi.nlm.nih.gov/gene/?term=35380
Nbr	Nbr	Nibbler	35385	https://www.ncbi.nlm.nih.gov/gene/?term=35385
bur	bur	burgundy	45830	https://www.ncbi.nlm.nih.gov/gene/?term=45830
Mcm10	Mcm10	Minichromosome maintenance 10	35390	https://www.ncbi.nlm.nih.gov/gene/?term=35390
CG8679	CG8679	NA	35395	https://www.ncbi.nlm.nih.gov/gene/?term=35395
CG8677	CG8677	NA	35397	https://www.ncbi.nlm.nih.gov/gene/?term=35397
CG8671	CG8671	NA	35400	https://www.ncbi.nlm.nih.gov/gene/?term=35400
Lamp1	Lamp1	Lamp1	35411	https://www.ncbi.nlm.nih.gov/gene/?term=35411
Df31	Df31	Decondensation factor 31	35418	https://www.ncbi.nlm.nih.gov/gene/?term=35418
Cul2	Cul2	Cullin 2	35420	https://www.ncbi.nlm.nih.gov/gene/?term=35420
Clamp	Clamp	Chromatin-linked adaptor for MSL proteins	35445	https://www.ncbi.nlm.nih.gov/gene/?term=35445
CG17018	CG17018	NA	49895	https://www.ncbi.nlm.nih.gov/gene/?term=49895
Spf45	Spf45	Spf45	3355114	https://www.ncbi.nlm.nih.gov/gene/?term=3355114
CG12567	CG12567	NA	3355094	https://www.ncbi.nlm.nih.gov/gene/?term=3355094
CG40191	CG40191	NA	3354930	https://www.ncbi.nlm.nih.gov/gene/?term=3354930
IntS3	IntS3	Integrator 3	3355010	https://www.ncbi.nlm.nih.gov/gene/?term=3355010
p120ctn	p120ctn	Adherens junction protein p120	3355143	https://www.ncbi.nlm.nih.gov/gene/?term=3355143
Nipped-B	Nipped-B	Nipped-B	3355136	https://www.ncbi.nlm.nih.gov/gene/?term=3355136
gus	gus	gustavus	35478	https://www.ncbi.nlm.nih.gov/gene/?term=35478
CG30440	CG30440	NA	35496	https://www.ncbi.nlm.nih.gov/gene/?term=35496
Not3	Not3	CCR4-NOT transcription complex subunit 3	35501	https://www.ncbi.nlm.nih.gov/gene/?term=35501
CG17337	CG17337	NA	35507	https://www.ncbi.nlm.nih.gov/gene/?term=35507
vlc	vlc	vulcan	46078	https://www.ncbi.nlm.nih.gov/gene/?term=46078
Gp210	Gp210	Glycoprotein 210 kDa	35512	https://www.ncbi.nlm.nih.gov/gene/?term=35512
Src42A	Src42A	Src oncogene at 42A	35524	https://www.ncbi.nlm.nih.gov/gene/?term=35524
Act42A	Act42A	Actin 42A	35526	https://www.ncbi.nlm.nih.gov/gene/?term=35526
Ars2	Ars2	Arsenic resistance protein 2	35539	https://www.ncbi.nlm.nih.gov/gene/?term=35539
bin3	bin3	bicoid-interacting protein 3	35552	https://www.ncbi.nlm.nih.gov/gene/?term=35552
Pld	Pld	Phospholipase D	35554	https://www.ncbi.nlm.nih.gov/gene/?term=35554
jing	jing	jing	35555	https://www.ncbi.nlm.nih.gov/gene/?term=35555
Bap170	Bap170	Brahma associated protein 170kD	35560	https://www.ncbi.nlm.nih.gov/gene/?term=35560
geminin	geminin	geminin	35563	https://www.ncbi.nlm.nih.gov/gene/?term=35563
sced	sced	scrambled	35564	https://www.ncbi.nlm.nih.gov/gene/?term=35564
koi	koi	klaroid	35594	https://www.ncbi.nlm.nih.gov/gene/?term=35594
coro	coro	coro	35596	https://www.ncbi.nlm.nih.gov/gene/?term=35596
mim	mim	missing-in-metastasis	2768716	https://www.ncbi.nlm.nih.gov/gene/?term=2768716
vimar	vimar	visceral mesodermal armadillo-repeats	35609	https://www.ncbi.nlm.nih.gov/gene/?term=35609
Br140	Br140	Bromodomain-containing protein, 140kD	35648	https://www.ncbi.nlm.nih.gov/gene/?term=35648
Incenp	Incenp	Inner centromere protein	35649	https://www.ncbi.nlm.nih.gov/gene/?term=35649
cos	cos	costa	35653	https://www.ncbi.nlm.nih.gov/gene/?term=35653
Eaf	Eaf	ELL-associated factor	35660	https://www.ncbi.nlm.nih.gov/gene/?term=35660
wech	wech	wech	44653	https://www.ncbi.nlm.nih.gov/gene/?term=44653
dpa	dpa	disc proliferation abnormal	35679	https://www.ncbi.nlm.nih.gov/gene/?term=35679
Orc1	Orc1	Origin recognition complex subunit 1	35686	https://www.ncbi.nlm.nih.gov/gene/?term=35686
scra	scra	scraps	35696	https://www.ncbi.nlm.nih.gov/gene/?term=35696
Rpt1	Rpt1	Regulatory particle triple-A ATPase 1	35701	https://www.ncbi.nlm.nih.gov/gene/?term=35701
U2A	U2A	U2A	35713	https://www.ncbi.nlm.nih.gov/gene/?term=35713
CG18812	CG18812	NA	59173	https://www.ncbi.nlm.nih.gov/gene/?term=59173
CanB2	CanB2	Calcineurin B2	46456	https://www.ncbi.nlm.nih.gov/gene/?term=46456
Gapdh1	Gapdh1	Glyceraldehyde 3 phosphate dehydrogenase 1	35728	https://www.ncbi.nlm.nih.gov/gene/?term=35728
Nop17l	Nop17l	Nop17 like	35730	https://www.ncbi.nlm.nih.gov/gene/?term=35730
Cul1	Cul1	Cullin 1	35742	https://www.ncbi.nlm.nih.gov/gene/?term=35742
CG8728	CG8728	NA	35748	https://www.ncbi.nlm.nih.gov/gene/?term=35748
CG14764	CG14764	NA	35749	https://www.ncbi.nlm.nih.gov/gene/?term=35749
CG2915	CG2915	NA	35754	https://www.ncbi.nlm.nih.gov/gene/?term=35754
nito	nito	spenito	35756	https://www.ncbi.nlm.nih.gov/gene/?term=35756
lig	lig	lingerer	35771	https://www.ncbi.nlm.nih.gov/gene/?term=35771
udd	udd	under-developed	35781	https://www.ncbi.nlm.nih.gov/gene/?term=35781
Nup50	Nup50	Nucleoporin 50kD	35784	https://www.ncbi.nlm.nih.gov/gene/?term=35784
RagC-D	RagC-D	Ras-related GTP binding C/D	35793	https://www.ncbi.nlm.nih.gov/gene/?term=35793
pnut	pnut	peanut	35801	https://www.ncbi.nlm.nih.gov/gene/?term=35801
gcl	gcl	germ cell-less	35864	https://www.ncbi.nlm.nih.gov/gene/?term=35864
MrgBP	MrgBP	MRG/MORF4L binding protein	35880	https://www.ncbi.nlm.nih.gov/gene/?term=35880
Pgi	Pgi	Phosphoglucose isomerase	35886	https://www.ncbi.nlm.nih.gov/gene/?term=35886
lin	lin	lines	45325	https://www.ncbi.nlm.nih.gov/gene/?term=45325
